,Title,Description,Category
1655,Wales win in Rome,wale secur first away win rbs six nation near four year sixtri victori rome tri jonathan thoma tom shanklin martyn william gave visitor 195 halftim advantag luciano orquera repli one itali secondhalf effort brent cockbain shane william robert sidoli seal victori flyhalf stephen jone ad four convers wale maintain superb start year tournament start full confid victori england visitor score open tri four minut diminut wing shane william field kick ahead danc past onrush andrea masi aaron persico italian half pass tom shanklin appear forward centr held short ball switch left michael owen long cutout pass gave lurk thoma easi runin stephen jone retain kick duti despit gavin henson heroic england slot excel convers wide wale twice threaten score fail find crucial pass itali hit back blue 11th minut henson sport gold boot rather silver varieti england beat two player eas left touchlin attempt chip ahead charg orquera snaffl loos ball hare away halfway score right corner welsh lineout stutter itali twice turn visitor scrum home side forward power brought back clever high kick henson almost brought tri hal luscomb roland de marigni ludovico nitoglia made hash claim ball bounc touch wale regain control second tri 21st minut henson lob high kick left corner shanklin jump higher nitoglia dot 15th test tri jone unabl convert de marigni hit upright penalti attempt itali henson also narrowli short longrang effort goal wale end half vital third score give breath space henson sent luscomb streak away offload martyn william flanker show nous ground ball pad post jone ad convers itali lost flanker mauro bergamasco head knock halftim built head steam resumpt de marigni land penalti make 198 nitoglia break middl threaten tri move break knockon wale put outcom beyond doubt two superb tri four minut hour fourth 53 minut spark anoth mazi run shane william beat sever player eas finish power angl run lock cockbain itali could recov blow strong surg gareth thoma great offload martyn william replac kevin morgan saw shane william scamper jone convert 338 lead wale luxuri send five replac final quarter ice cake came sixth tri superb support work shane william ceri sweeney combin send sidoli left corner downsid wale hamstr injuri suffer luscomb backtoback win start tournament first time 11 year travel pari fortnight look like genuin contend r de marigni mirco bergamasco w pozzebon masi l nitoglia l orquera troncon lo cicero f ongaro castrogiovanni dellap bortolami capt persico mauro bergamasco pariss g intoppa perugini ca del fava dal maso p griffen barbini kp robertson g thoma capt h luscomb shanklin g henson william jone peel g jenkin davi jone b cockbain r sidoli j thoma william owen r mcbryde j yapp gough r sowdentaylor g cooper c sweeney k morgan andrew cole australia,Sport
1656,Prop Jones ready for hard graft,adam jone say wale forward determin set perfect attack platform back domin power franc pack pari prop get stuf front five back mental french scrum scrum scrum see good franc scrum key hope back carri left itali us forward win ball give opportun wale two last three visit stade de franc secur backtoback win graham henri 1999 2001 like shane william gavin henson find top form right time mike ruddock team one intern rugbi potent attack threat gavin ridicul talent bounc around place week warn jone franc criticis uncharacterist onedimension play victori scotland franc captain fabien pelous acknowledg side need show attack flair stress game lost front lock believ welsh forward big enough troubl side scrum lineout jone insist fellow frontrow colleagu noth fear gethin jenkin wont intimid tomorrow none us jone face franc first time go front hope get ball back gethin quit young good someon mefin experi mefin good thinker put thing across say good enough old enough gethin certain realli good player imagin lion tour new zealand summer,Sport
1657,Wales make two changes for France,wale coach mike ruddock made two chang team beat itali 388 saturday trip franc kevin morgan take injur newportgw dragon colleagu hal luscomb right wing pack neathswansea osprey forward ryan jone prefer blindsid flanker jonathan thoma thoma tryscor rome drop bench instead ian gough cardiff back rhys william step place morgan luscomb sidelin hamstr problem sustain six nation game itali last weekend howev experienc inform morgan alreadi push hard start stade de franc due impress perform bench kevin much select mix anyway unfortun injuri hal give chanc start ruddock ryan jone recov injuri increas option back row jonathan thoma unlucki lose spot perform well itali score tri competit place everi posit debat detail particular game felt might alway afford open space wide abl exploit itali extra big ballcarri backrow thought necessari occas obvious 22man game day everi chanc jonathan make impact bench wale beaten franc two last three visit pari anoth victori time around would keep firm cours first five six nation titl triumph sinc 1994 graham henri former wale coach coupl year ago bold go franc prove right ruddock great way approach game someth endors player week g thoma toulous capt k morgan newportgw shanklin cardiff g henson neathswansea william neathswansea jone clermont auvergn peel llanelli g jenkin cardiff davi gloucest jone neathswansea b cockbain neathswansea r sidoli cardiff r jone neathswansea william cardiff owen newportgw replac r mcbryde llanelli j yapp cardiff j thoma neathswansea r sowdentaylor cardiff g cooper newportgw c sweeney newportgw r william cardiff,Sport
1658,England 'to launch ref protest',england protest intern rugbi board irb refere perform defeat ireland report daili mail england coach andi robinson call exintern refere colin high steve lander analys sever jonathan kaplan decis want go tape colin steve robinson told daili mail want speak irb think one side refere high rugbi footbal union refere manag claim kaplan made three major error chang outcom sunday match england beaten 1913 irish dublin third straight defeat 2005 six nation intern rugbi board disappoint high told daili mail jonathan kaplan top 20 world wasnt intern perform would accept zurich premiership one refere done would backsid kick make appoint english refere refere like european match would inquest question someon perform like would pull next game,Sport
1659,Dawson set for new Wasps contract,european champion wasp set offer matt dawson new deal 31yearold world cup win scrumhalf impress sinc join london side northampton summer oneyear contract wasp coach warren gatland told daili mirror yet offer matt new contract im happi contribut think hes good enough play anoth coupl year dawson play vital part england world cup win last year fallen favour new coach andi robinson miss train session septemb howev hope new deal help regain england place rugbi still prioriti there still burn desir within play best rugbi possibl know within given chanc could play england know im fit enough im strong enough im skil enough,Sport
1660,Funding cut hits Wales Students,wale student rugbi side becom casualti welsh rugbi union reorganis youth level amalgam under18 side form separ school nation youth team play first match thursday itali gnoll move seen wru decid end fund repres side wale student result tradit intern fixtur england franc new year cancel welsh student rugbi footbal union feel unabl proper prepar stage match secretari welsh student rugbi footbal union reverend eldon phillip shame fixtur cannot maintain year competit provid strong english french team enabl welsh student test high qualiti match increas number young rugbi player enter higher educ look biggest challeng repres rugbi year opportun deni player play wale student go win full senior repres honour includ robert jone rob howley jon humphrey darren morri martyn william ceri sweeney,Sport
1661,Barbarians 19-47 New Zealand,new zealand prove strong australiandomin barbarian round unbeaten northern hemispher tour easi win rico gear ran two black seven tri predomin secondstr lineup baabaa threaten score tri albert van den bergh xavier rush andrea lo cicero never look like win black aaron mauger good form boot ad 10 point black featur two side start last weekend emphat test victori franc pari baabaa nine wallabi start lineup new zealand coach graham henri qualiti perform experienc side number young guy came well learnt older player way thank guy mentor tour run rugbi crowd hope rare materialis marti holah got black onslaught way fifthminut tri rush hit back moment later new zealand went ahead gear made use space vacat temporarili injur chris latham slide maa nonu found way barbarian defenc give side 197 halftim lead host fail ignit second half moment gear score second interv ever go one winner lo cicero sole european barbarian bundl tri briefli curtail deficit match blight controversi moment later justin marshal fell high tackl jimmi cowan refere andi turner wave play casey laulala coast side fifth tri jermo keino piri weepu ad tri black talli final whistl van den bergh gain consol baabaa match barbarian coach bob dwyer warn south african flanker schalk burger need proper offseason break maintain standard burger 21 recent crown player year peer intern rugbi board struggl form recent week first year level phenomen end southern hemispher season dont think hes play anywher near level tour,Sport
1662,Healey targets England comeback,leicest wing austin healey hope use sunday return heineken cup clash wasp springboard england recal six nation healey 51 cap prior 2003 world cup good form tiger resurg season definit still ambit play england healey told bbc see happen previous autumn test look current squad definit feel place healey also play halfback posit fullback career revert wing england cap recov trap nerv back sustain end septemb 31yearold relish role tiger reviv six week fortun resum sort form basic play best suit leicest obvious play scrumhalf flyhalf fullback moment notic play wing actual give bigger free role come expect influenc thing appar part one two waspsleicest trilog recent week first healey came flank angl run score injurytim tri earn tiger 1717 draw premiership meet 21 novemb first heineken cup doubl header last sunday healey slot standoff deliv superb crosskick martin corri score tiger third tri caught cozza eye coupl phase hope get full fortun even bounc manag score healey recal healey twice heineken cup winner believ last sunday match biggest club contest play intens occas destruct game recal huge amount rugbi play great game involv 15 minut thought might stride away wasp realli came back last coupl minut could gone either way outcom sunday would put leicest pole posit top heineken pool home game biarritz away trip calvisano come healey insist tiger must summon desir deliv knockout blow dub rugbi version rocki ii lot satisfact dress room afteward realli case job half done ad first twoleg trip lose welford road negat posit take result think came want end think got show desir week,Sport
1663,Ireland v USA (Sat),saturday 20 novemb lansdown road dublin 1300 gmt irish coach know repeat record 833 victori state 2000 agenda expect real test lansdown road coach tom billup organis osullivan ran five tri past french summer take grant guy come team chomp bit irish lineup show nine chang team start south africa winger tommi bow flanker deni leami make intern debut chang see recal back david humphrey kevin magg guy easterbi eric miller marcus horan donnacha ocallaghan frank sheehan return pack osullivan player come opportun stake claim inclus argentina 27 novemb easterbi get rare start scrumhalf humphrey effect ronan ogara deputi flyhalf win 65th cap got get focus right day ulster man humphrey us may class weaker opposit treat respect deserv state lost 3931 franc last intern rank 16th world rugbi american made three chang plus one posit switch game juli french lock alec parker blindsid flanker brian surgen right wing al lakomski return captain kort schubert cardiff blue shift number eight schubert eagl player remain side meet four year ago g murphi horgan b odriscol capt k magg bow humphrey g easterbi horan f sheahan j hay ocallaghan p oconnel easterbi leami e miller byrn best l cullen foley p stringer r ogara g dempsey viljoen lakomski emerick sika fee hercus timoteo macdonald wyatt waasdorp parker klerck surgen petruzzella schubert capt hobson osentowski gouw mounga william sherman tuipulotu,Sport
1664,Dallaglio eyeing Lions tour place,former england captain lawrenc dallaglio still harbour hope place british irish lion tour new zealand lion coach sir clive woodward made clear pick squad tour next summer base form shown six nation championship dallaglio call time england earlier year assur wouldnt let anyon know take offer told daili telegraph dallaglio tour south africa lion 1997 forc home earli knee injuri trip australia three year ago 32yearold also felt concentr club rugbi could prolong intern shelflif ill good shape fresh without anoth 10 test clock wit close quarter sunday heineken cup match leicest certain didnt feel place alongsid player mani trip im fit play well im certain avail clive feel need look outsid intern crop fine wont need look far,Sport
1665,Preview: Ireland v England (Sun),lansdown road dublin sunday 27 februari 1500 gmt bbc1 radio 4 lw websit ireland go first grand slam sinc 1948 two open win england repres sternest test championship far england sloppi leaderless defeat wale franc anoth loss would unthink pressur coach andi robinson side deliv despit england dramat dip form sinc world cup final lost eight last 13 match ireland coach eddi osullivan say side underestim visitor kick point would beaten franc would creat differ landscap sunday england talk depth talent good record ireland target victori dublin turn point six nation differ side also highlight team select dublin encount ireland despit gordon darci still injur boost return star skipper brian odriscol miss scotland game hamstr injuri knowledg england game come realli help rehabilit play game enorm doesnt get much bigger england home well enter tournament without player like jonni wilkinson mike tindal richard hill england lost two tighthead prop julian white phil vickeri blindsid flanker lewi moodi major concern robinson receiv lot flak inclus drop centr mathew tait kept faith kick flyhalf charli hodgson despit horror show twickenham england slump dublin worst run result championship sinc 1987 robinson bullish week game say side go get face identifi lineout tackl area key england chanc despit recent result skipper jason robinson believ noth wrong mood camp lack confid team sale fullback good week train look forward challeng still believ team know get game right win game g murphi g dempsey b odriscol horgan hicki r ogara p stringer r corrigan byrn j hay okelli p oconnel easterbi j oconnor foley f sheahan horan ocallaghan e miller g easterbi humphrey k magg j robinson capt cueto j noon barkley j lewsey c hodgson h elli g rowntre thompson steven grewcock b kay j worsley l moodi corri titterrel bell borthwick hazel dawson good smith,Sport
1666,Charvis set to lose fitness bid,flanker colin charvi unlik play part wale final two game six nation charvi miss three wale victori ankl injuri recoveri slower expect figur scotland game thought unlik readi final game wale physio mark davi sonni parker continu struggl neck injuri hal luscomb fit murrayfield trip centr parker slim chanc involv scot 13 march luscomb return fit miss franc match hamstr troubl time boost wale assist coach scott johnson posit hal hope hell rare go come back mix add depth give us option replac hooker robin mcbryde remain doubt pick knee ligament damag pari last saturday get review know end week robin look ad johnson hope earli say stage steve jone dragon like draft mcbryde fail recov,Sport
1667,Wilkinson to lead England,flyhalf jonni wilkinson name england new rugbi union captain three novemb test 25yearold newcastl star take lawrenc dallaglio retir intern august england act head coach andi robinson natur leader hold respect squad formid talent pitch consist demonstr energi commit feel essenti captain england robinson ad sever player squad would feel comfort call upon england captain jonni everi way right player take challeng captainci offer challeng environ player especi follow footstep lawrenc dallaglio world cup captain martin johnson confid jonni take outstand job look ahead toward next rugbi world cup franc look forward work wilkinson score 817 point 52 intern kick win dropgoal final second extratim england 2003 rugbi world cup triumph australia miss entir 2004 six nation campaign recuper shoulder surgeri make comeback newcastl zurich premiership august ambit mani player one day captain england today realis dream im honour andi want captain follow lawrenc martin mean lot inspir men given much england rugbi mani year get first england cap ireland six year ago someth ill never forget play countri special take captainci anoth import step career immens pride wilkinson made intern debut 1998 six nation championship ireland came bench replac paul grayson regular england start lineup ever sinc play three lion test 2001 one england game 2003 world cup becom 117th captain england sinc fred stoke held posit 1871 england first autumn test canada 13 novemb follow visit trinat champion south africa week later world cup rematch australia,Sport
1668,Hodges announces rugby retirement,scarlet usa eagl forward dave hodg end play career pursu coach role state 36yearold 54 cap llanelli player season 20012 battl injuri last two seven year stradey tore pector muscl osprey box day injuri would kept season realis would unabl play season club agre end contract earli hodg allow move back us pursu opportun allow scarlet look next generat scarlet begun rebuild squad next season disappoint heineken cup campaign plenti sign departur expect come week scarlet chief execut stuart gallach confirm 17 current squad would contract summer deliber polici wherebi around half squad come contract know wont resign chanc invigor squad im posit futur scarlet field gallach keen pay tribut role backfiv forward hodg play stradey park though david high influenti member squad seven year gallach real profession thank part play success sure enorm contribut make develop rugbi us wish famili well hodg describ year stradey best time life,Sport
1669,Wood - Ireland can win Grand Slam,former captain keith wood believ ireland win second grand slam first sinc 1948 year rbs six nation championship claim first tripl crown 19 year last season wood tip former teammat go one better thing build past year think year ireland told bbc sport great chanc win grand slam lot thing favour england franc home ireland finish runnersup three time includ last year sinc old five nation becam six 2000 finish outsid top three past five year despit without flanker keith gleeson coach eddi osullivan contend sort casualti list hit england scotland particular prior tournament ireland win need stay relat injuri free fortun one team done far wood ad go tough need take luck opportun come way ireland last game tournament wale cardiff fixtur lost sinc 1983 despit tradit hospit irish visit wood believ wale might end fourmatch lose run england cardiff mani major england player either retir last year injur think hard cardiff wood ad wale four brilliant game last year lost four time right beat one major team,Sport
1670,Worcester v Sale (Fri),sixway friday 25 februari 2000 gmt make one chang tim collier replac phil murphi second row contrast sale miss 14 player due combin intern callup injuri john payn chris rhys jone come centr scrumhalf richard wigglesworth look set play wing delport pieter rasmussen lombard oleari brown powel windo van niekerk horsman collier gilli hickey sanderson macleod henderson replac fortey murphi dali vaili cole hay trueman hanley mayor payn rhys jone wigglesworth hercus redpath capt turner roddam stewart day schofield caillet carter chabal replac bozzi coutt anglesea lund marten riley duffi c jone,Sport
1671,Munster Cup tie switched to Spain,munster heineken cup quarterfin tie biarritz 3 april switch real sociedad paseo de anoeta stadium san sebastian real ground hold 32000 wherea parc des sport aguilera biarritz capac 12667 irish provinc given least 8000 ticket decis move difficult one consid fan one primari object biarritz chairman marcel martin hope reward huge crowd behav best rugbi tradit match first heineken cup fixtur play spain expect attract biggestev attend rugbi match countri ulster last irish team play paseo de anoeta stadium face euskarian side preseason tour 1998,Sport
1672,Scotland v Italy (Sat),murrayfield edinburgh saturday 26 februari 1400 gmt bbc1 five live websit victori azzurri rome last year saw scotland end campaign without victori pressur scotland coach matt william seek first six nation victori eighth attempt itali lost open game home ireland wale travel edinburgh high hope coach john kirwan warn side must erad error blight loss wale howev risk suffer third success defeat defeat wale taught us anyth level cant make mistak kirwan six nation everi error make come high price aggress 80 minut keep calm everi situat display great matur pitch fundament keep cool difficult moment key situat game kirwan recal experienc cristian stoica centr draft david dal maso opensid star flanker mauro bergamasco rule rest tournament scotland also made two chang simon webster replac simon danielli wing simon taylor return first test year injur flanker jason white taylor recoveri serious knee injuri major boost scottish hope one worldclass player tournament want team acknowledg william despit record two victori 14 test william insist revel pressur actual realli enjoy see cope pressur coach optimist despit open defeat franc ireland confid two first game confid beat itali ad c paterson webster craig h southwel lamont park c cusit smith g bulloch capt g kerr grime murray taylor j petri hogg r russel b dougla n hine j dunbar blair g ross b hinshelwood r de marigni mirco bergamasco c stoica masi l nitoglia l orquera troncon lo cicero f ongaro castrogiovanni dellap bortolami capt persico dal maso pariss g intoppa perugini ca del fava orlando p griffen r pedrazzi kp robertson,Sport
1673,Wales get Williams fitness boost,wale hope opensid flanker martyn william could fit saturday rbs 6 nation championship open england cardiff william expect miss match disc problem neck make speedi recoveri test next 48 hour pretti optimist get wale team physiotherapist mark davi frustrat mend made good progress last week william along fellow flanker colin charvi unlik play least month recov foot injuri rule millennium stadium clash william initi thought struggl sign point toward wale coach mike ruddock hand first cap former wale under21 skipper richi pugh cardiff blue flanker william 29 offer consider experi declar fit ruddock might tempt includ back row charvi review wale medic staff next monday davi admit outsid chanc fit face franc wale third championship game 26 februari wale injuri concern pugh fellow neathswansea osprey player sonni parker centr trap nerv neck sonni injuri still issu davi still pain irrit run rule thumb next coupl day ruddock name start lineup england game 1830 gmt tuesday even wale target first victori cardiff world champion sinc 1993,Sport
1674,White prepared for battle,toughscrummag prop julian white expect resurg wale give rough ride england six nation open cardiff saturday leicest tighthead form life make england number three shirt know wale put techniqu immens scrutini welsh scrum forc reckon told bbc sport made lot chang better last year white also impress welsh pack strength depth gethin jenkin start loosehead play bit tighthead think favour posit loosehead good ad 31yearold made massiv contribut england leicest caus late arguabl form tighthead prop world destroy south africa os du randt scrum twickenham last autumn give england platform impress 3216 victori leicest sign white bristol west countri side releg zurich premiership summer 2003 also aid white presenc season tiger sit pretti top premiership tabl also book place last eight heineken cup pleas form form help peopl play leicest peopl like martin johnson graham rowntre good season far start xv first game six nation everi player want delight way thing gone get right weekend white one experienc member england squad take field saturday injuri taken toll coach andi robinson depriv richard hill jonni wilkinson martin corri mike tindal greenwood stuart abbott 27 cap world cup winner medal name white posit offer experi youngster centr matthew tait jami noon dont know much experi tighthead give centr give pat back thing go wrong want talk way ad first came squad peopl like jason leonard martin johnson first come talk thing help give lot confid peopl like speak awe lot sit speak realis wavelength good white miss vast major last year six nation knee injuri rare 2005 event get go despit open game take place amid redhot atmospher cardiff enjoy atmospher millennium stadium probabl one best stadium world go hear shout sing one favourit place play probabl even six nation long time england ireland franc wale contend form ireland favourit dont know that great thing tournament,Sport
1675,Harinordoquy suffers France axe,number eight imanol harinordoquy drop franc squad six nation match ireland dublin 12 march harinordoquy secondhalf replac last saturday 2418 defeat wale bourgoin lock pascal pape recov sprain ankl return 22man squad wing cedric heyman ludov valbon come aurelien rougeri jeanphilipp grandclaud rougeri hurt chest wale grandclaud secondhalf replac england wale valbon cap last june test unit state canada second half replac win scotland franc coach bernard laport harinordoquy axe poor display last weekend imanol drop squad least say didnt make thunder comeback wale laport know ireland game fast rough also want abl replac lock game need gregori lamboley also come number seven eight grand slam gone well go ireland win excit game ireland three win belt defeat england eye set grand slam franc lost wale last week must defeat irish keep aliv hope retain six nation trophi ireland unbeaten year tournament sight set first grand slam sinc 1948 dimitri yachvili biarritz pierr mignoni clermont yann delaigu castr freder michalak stade toulousain damien traill biarritz yannick jauzion stade toulousain ludov valbon biarritz christoph dominici stade francai cedric heyman stade toulousain julien laharragu brive sylvain marconnet stade francai nicola mas perpignan olivi milloud bourgoin sebastien bruno saleeng william servat stade toulousain fabien pelous stade toulousain capt jerom thion biarritz pascal pap233 bourgoin gregori lamboley stade toulousain serg betsen biarritz julien bonnair bourgoin yannick nyanga b233zier,Sport
1676,Lions blow to World Cup winners,british irish lion coach clive woodward say unlik select player involv next year rbs six nation championship world cup winner lawrenc dallaglio neil back martin johnson thought frame next summer tour new zealand dont think ever say never woodward would compuls reason pick player avail intern rugbi dallaglio back johnson retir intern rugbi last 12 month continu star club side woodward ad key thing want stress intend use six nation player avail intern rugbi key benchmark job along senior repres make sure pick strongest possibl team play intern rugbi still step test rugbi definit disadvantag think absolut critic histori lion got take player play four countri woodward also reveal race captainci still wide open open book outstand candid four countri follow black impress display europ recent week includ 456 humili franc woodward believ threetest seri new zealand provid ultim rugbi challeng perform particular franc simpli awesom lion coach certain thing suggest potenc front five theyr power unit customari thorough woodward reveal taken sound australia coach eddi jone jake white south africa follow tour match britain ireland result woodward stress lion group might domin player england ireland held hope struggl scot scotland recent result impress excel individu perform eddi particular told tough made australia take board opinion scotland forward simon taylor look certain get call provid recov knee tendon problem took lesson 2001 make mistak take lawrenc dallaglio wasnt fit went trip everi player look merit simon taylor outstand player doubt get back full fit trip told back play march plenti time prove fit lion player like richard hill boat,Sport
1677,Saint-Andre anger at absent stars,sale shark director rugbi philipp saintandr reopen rugbi clubversuscountri debat sale host bath powergen cup friday frenchman endur difficult week six player away england six nation train camp import game weve one full session everyon need manag five player pick countri move date game told bbc sport unless author agre make chang saintandr believ england nation team suffer club opt sign foreign retir intern that good polit english team english rugbi argu issu taken notabl autumn intern sale lost three zurich premiership match play fear could derail club hope cup silverwar eight player includ captain jason robinson flyhalf charli hodgson away countri quarterfin alway better play home away great opportun ad care bath knock europ make tough game also come end difficult week sebastien bruno franc jason white scotland six england that eight player plus injuri 13 player squad 31 well one session togeth best make good one thursday afternoon gloucest also caught clubversuscountri conflict england sought second medic opinion jame simpsondaniel fit winger carri shoulder injuri nation team manag believ requir time sidelin result miss cherri white quarterfin home bristol elit player squad agreement england want second opinion director rugbi nigel melvill told gloucest citizen obvious want intern rugbi want club rugbi import game us conflict interest surgeon carri oper fine us england say still vulner damag want full rehab programm simpsondaniel ad ive nigel want back play mean everyth goe well week target worcest game 29 januari return,Sport
1678,Wales want rugby league training,wale could follow england lead train rugbi leagu club england alreadi threeday session leed rhino wale thought interest similar clinic rival st helen saint coach ian millward given approv happen unlik season saint week train portug next week wale play england open six nation match 5 februari approach wale confirm saint spokesman earli stage someth give serious consider st helen proud welsh connect obvious partner welsh rugbi union despit spat 2001 collaps kieron cunningham propos £500000 move union side swansea similar crosscod deal took iestyn harri leed cardiff 2001 go talent standoff return 13man code bradford bull kel coslett famous move wale leagu 1960s current saint footbal manag clive griffith wale defens coach former st helen player thought man behind latest initi scott gibb former wale lion centr play st helen 199496 challeng cupwin team wembley 1996,Sport
1679,Johnson announces June retirement,former england captain martin johnson announc retir rugbi union end season johnson captain england world cup glori 2003 play final match june johnson 84 england cap quit test rugbi start 2004 two month lead sir clive woodward team victori sydney 34yearold leicest lock final match testimoni twickenham 4 june im confid made right decis retir johnson im sure time next season ill wish play tiger know time right go feel right time feel physic could play anoth season play week week premiership fulltim occup want right reason johnson alway rever england fan captain england dramat world cup win australia sydney list achiev stop man captain lion twice also led england six nation grand slam johnson also huge success captain leicest guid tiger back back heineken cup victori sever premiership titl apart marvel captainci johnson also one finest second row ever play game teak tough physic intimid rule ruck maul best part decad integr england rise top world game final appear testimoni twickenham lead team side captain new zealand winger jonah lomu black aim return action kidney transplant johnson expect memor occas game jonah great way end season end career johnson lomu rugbi union first global superstar exploit 1995 world cup proud part johnson farewel hold high esteem lomu great leader honour pitch,Sport
1680,Dawson joins England injury list,scrumhalf matt dawson injuri doubt england six nation open wale next weekend world cup winner miss wasp 129 loss bath saturday injur right calf wasp coach warren gatland hes got fit test week hes got good chanc play gloucest andi hazel leicest star lewi moodi also receiv knock respect leagu match fit wale next week dawson fit face wale robinson choos gloucest andi gomarsal leicest youngster harri elli jami noon anoth player sidelin limp first half saracen friday dead leg centr line first six nation start wale wait 48 hour know state injuri,Sport
1681,England claim Dubai Sevens glory,england beat fiji 2621 dramat final dubai win first irb seven event season beaten australia south africa reach final england fell behind earli tri fiji took charg score pat sanderson kai horstman mathew tait rob thirlbi fiji ralli forc tens final scotland beaten 3315 samoa plate semifin ireland lost 175 tunisia shield final mike friday england side match oppon pace power skill final led 197 halftim neumi nanuku marika vakacegu touch fiji needless trip tuidriva bainivalu geoff appleford allow england run clock honest england want win dubai long time peopl want us win long friday didnt want put pressur thank achiev brought young talent time hope play england 15s year portug confirm impress progress seven rugbi record suddendeath win franc bowl final samoa plate titl edg argentina 2119,Sport
1682,Ruddock backs Yapp's credentials,wale coach mike ruddock say john yapp take intern 21yearold blue prop uncap player wale six nation squad gain chanc absenc osprey loosehead duncan jone john young man big futur play blue two year rack mileag play clock ruddock intern size big physic lad good ballcarri high tacklecount ruddock assess back yapp coach blue former wale lion prop dai young john upward curv season go strength strength young told bbc sport wale ball carri give us good goforward impress defenc workrat excel hes work hard scrummag techniqu keen improv becom destroy loosehead fair hes quit scrummag yet nobodi fault effort commit attitud john strong man eager challeng hes pitch wont let anyon hes develop quick hope isnt push quick way would hurt develop ruddock hope select yapp dragon lock ian gough intern reckon sinc fall former coach steve hansen send messag player wale john ian reward impress heineken cup competit ruddock play well want send messag consist play well get squad believ excit squad repres tradit valu welsh rugbi base perform novemb intern strength experi front wellrecognis talent pace skill behind manag team want get hold player get train pitch moment due sunday that hard work start,Sport
1683,Campbell to be Lions consultant,former govern communic chief alastair campbel act media consult sir clive woodward 2005 lion tour new zealand campbel left down street earlier year advis media strategi tour hope contribut plan prepar ensur media public get tour also look forward go later stage tour woodward decis call prime minist toni blair former spin doctor spring deterior media relat last lion tour australia 2001 new zealand graham henri head coach furor surround newspap diari matt dawson austin healey compound disillus player vent frustrat media lion massiv media event woodward head coach huge level interest travel media fan go thousand new zealand public need strategi process place deal pressur bring alastair act advisor build tour role work close tour manag bill beaumont media manag louisa cheetham team manag louis ramsay campbel due resum work govern new year buildup anticip may general elect lion leav new zealand 24 may first test match black christchurch 25 june,Sport
1684,O'Sullivan keeps his powder dry,gun glori ultim success keep gunpowd dri essenti ireland coach eddi osullivan appear done quit success runup season six nation championship decre 2003 world cup player decent condit period year becam realiti end last summer 10week period start season may annoy scottish particular welsh cousin huf puf disrespect appar shown celtic leagu say noth mike ruddock poach eight dragon side face leinster sunday like osullivan well within right particular talk nation side pride goe along irfu thrown weight behind osullivan must glad main centrallycontrol contract bar keith gleeson return broken leg everyon osullivan squad fit fresh stand och readi launch season campaign doubt whether osullivan go gloat handl player sort person howev may look overwork injuryhit england wale franc squad whose player overwork pat back foresight still question turn transfer fresh posit result refere signal start game alreadi ireland earmark hot favourit mani quarter go whole hog season first grand slam sinc karl mullen led team clean sweep 1948 england franc visit lansdown road last time old darl pull everyth look perfect place day yore frighten life irishman burden great expect ireland crumpl take tripl crownwin side 1985 mick doyl expect ant grand slam second ireland histori happen 1986 whitewash see ireland sport love downsiz go prove point contrari natur beast osullivan side capabl prove salient point season first tripl crown 19 year live success take step ladder osullivan kept faith display loyalti player repaid spade come old dog squad come season championship differ box trick new verv succeed ireland inde succeed whisper,Sport
1685,Castaignede fires Laporte warning,former franc flyhalf thoma castaigned warn pressur mount coach bernard laport follow defeat wale franc suffer shock loss welsh weekend look cours easi win castaigned told bbc sport pressur big laport huge loss new zealand slim win scotland miracl england french get behind team lansdown road follow victori south africa australia novemb franc deem mani world lead side trounc 456 new zealand beat scotland scot tri disallow six nation open took woeful spot kick charli hodgson olli barkley help victori england twickenham lt castaigned cant say result eas pressur laport england kicker bad posit six nation would differ laport criticis franc negat tactic win scotland england side play freeflow style wale make mockeri opposit defenc first half suffer shock turnaround fortun interv chat franc franc play ireland castaigned ahead 12 march tie everyon want see sort play saw wale everyon also want win castaigned veteran 43 intern cap admit french would go underdog ireland go ireland never easi way theyr play right harder ever castaigned theyr experienc dont often lose home theyv got great forward electr runner break despit prais irish claim welsh upper hand six nation runin ireland good pack wale someth els break ad weekend simpli awesom frenchman disappoint see admir commit everi caus make win championship 30yearold also tip yann delaigu start ahead freder michalak number 10 impress display pari last weekend delaigu play realli well admit michalak play well castaigned im glad im one make decis,Sport
1686,Stevens named in England line-up,england name bath prop matt steven start lineup six nation match ireland lansdown road sunday fellow bath prop duncan bell start bench coach andi robinson make one chang team beaten franc steven first start two cap replac black last year leicest duo olli smith andi good draft onto bench steven take phil vickeri suffer broken arm play gloucest last weekend im confid matt grasp opportun make mark ireland robinson three player shown outstand form late recent england win franc club ad robinson select beckon player demonstr consist abil game ireland massiv recognis mustwin game us season england confirm sale shark prop andrew sheridan consid select injuri pick back ankl last friday match leed j robinson sale shark capt cueto sale shark j noon newcastl barkley bath j lewsey wasp c hodgson sale shark h elli leicest g rowntre leicest thompson northampton steven bath grewcock bath b kay leicest j worsley wasp l moodi leicest corri leicest titterrel sale shark bell bath borthwick bath hazel gloucest dawson wasp good leicest smith leicest,Sport
